comment_enabled,content,creation_date,end_publication,excerpt,featured,id,image,last_update,login_required,password,pingback_enabled,slug,start_publication,status,tags,template,title
1,"<div style=""position: relative;""><img class=""ratio"" style=""width: 100%; height: auto; display: block;"" src=""http://placehold.it/16x9"" alt="""" /> <iframe style=""position: absolute; top: 0; left: 0; width: 100%; height: 100%;"" src=""http://www.youtube.com/embed/-TyP9bDbEp8?feature=player_embedded"" frameborder=""0""></iframe></div>
<p>Set deep in the Pioneers in Engineering organizational structure, there exists a very secretive group-- the Game Design Committee (GDC). Every season, GDC creates the PiE Robotics game, from its very early concept all the way down to field and game piece design and construction. &nbsp;</p>
<p>In this post, Ayzaan Wahid, a member in GDC, gives us the gist of this years game and what PiE expects to see from students this season.</p>
<p>This year's game, <em>Cube Route</em>, was released during <a href=""/blog/2013/03/14/2013-Game-Day/"">Game Day</a>. The main objective of the game is to obtain cube-shaped game pieces from one side of the field and transport them across the field to goal zones. Simple enough. However, like any good game, there are plenty of twists to keep teams on their toes.&nbsp;</p>
<p><strong>The Field</strong></p>
<p>One of the key curveballs in this years game is how to build a robot that can effectively navigate this year's game field.</p>
<ul>
<li>
<p>First of all, obtaining cubes might not be as easy as it sounds-- teams must retrieve cubes from <strong>vertical dispensers</strong>, two of which are recessed into the field wall, and the other two of which are raised 6 inches off the ground. We want to see students build effective mechanical manipulators to quickly retrieve cubes from both the raised and recessed platforms.</p>
</li>
<li>
<p>There are two walls in the middle of the field that create a <strong>5-foot choke point.</strong> This smaller field tests the drivers' ability and allows interaction between the two alliances. We hope this tight squeeze will make for some exciting matches.</p>
</li>
<li>
<p>Another field feature which you might have noticed are the <strong>speed bumps</strong>. There are two rounded speed bumps that are situated from the end of the choke point walls to the outer goal zone walls. These tricky obstacles will make for some bumpy rides for some teams-- unless, that is, teams are able to create effective and robust drivetrains that can navigate these obstacles! After all, there are plenty of parts in this years kit extension that will allow this.</p>
</li>
<li>
<p>At the near side of the field are the four goal zones, two for each team. There are walls separating the separate goal zones. The actual goals themselves are 8 inch square holes in the walls dead center in each goal zone. The 6 inch cubes will have to be aligned pretty well to fit in the goal. They wont go in diagonally, as Pythagoras would be quick to point out!</p>
</li>
</ul>
<p>&nbsp;</p>
<p><strong>Game Pieces</strong></p>
<p>One of the coolest parts of this year's game is the game pieces: twenty 6-inch bright green cubes. However, there is more than meets the eye! These cubes have<em>&nbsp;RFID tags embedded in them</em> that are scannable by RFID readers that are included in this years robot kit. These cubes are identical, but one cube in each dispenser happen to be <strong>multiplier cubes. </strong>These special cubes will multiply the total point value of all cubes scored before the multiplier cube in that particular goal. The only way to tell these cubes apart is to scan them with the RFID reader. Being able to scan the multiplier cubes and adequately deal with them can give a team a huge advantage in this years game, and we want teams to make heavy use of this sensor. With RFID and this years autonomous mode, teams' programmers will have their work cut out for them.</p>
<p>The other game piece this year are&nbsp;<strong>bonus die. </strong>There are two die on the field during each match. One of the dice has 4 blue and 2 gold sides, while the other has 4 gold and 2 blue sides. There are number values on each side of the dice. At the start of each match, the die start in a neutral configuration. Throughout the match, teams may flip the dice to earn points for their own team while also preventing the other alliance from earning points. The position of the dice only matters at the very end of the game.&nbsp;</p>
<p>&nbsp;</p>
<p><strong>Autonomous</strong></p>
<p>This year's autonomous mode involves passing through a set of checkpoints to ultimately end up in the dispenser zone. Teams must program their robot to first drive out of their goal zone, then pass the rounded speed bump, then finally pass the choke point opening to get the full autonomous points.</p>
<p>Teams may get creative in the way they accomplish this, so we expect to see some novel ideas.</p>
<p>We require every team this year to have an autonomous function on their robot. There are plenty of sensors in this years kit that will help teams score some points during the 20 second autonomous period. There are even retroreflective lines on the field to help teams get to the dispenser zone, if teams so happen to use the line following sensors. What we do not want to see if a robot sitting still during the autonomous session, so robot that remains in its goal zone after the period ends will receive <em>-5 points</em>! Start coding, programmers!</p>
<p><strong>Teleoperated Period</strong></p>
<p>After 20 seconds of intense autonomous action, there will be the 2 minute teleoperated period, where drivers will take control of their robots. The objective here is simple-- score as many cubes as possible, and maintain control of the bonus die. Drivers must take special care in handling the multiplier cubes. We expect to see some creative strategies between alliances, making for one of the most intense teleoperated periods in the history of PiE.</p>
<p>Overall, we're super excited for Cube Route. It will be a very fun and challenging game - for drivers, team members, spectators, and robots alike. Teams have their kits, and 7 weeks to build their robots. We're excited for each and every match and hope to see some awesome robots playing Cube Route come April.</p>
<p>&nbsp;</p>",2013-03-16 13:42:10,,...,0,18,,2013-03-26 17:18:45,0,,1,Cube-Route,,2,"cube route, game challenge, ",entry_detail.html,"An Inside Look into PiE's 2013 Challenge: ""Cube Route"""
1,"<p><a href=""https://apps.facebook.com/students-with-drive/vote.php""><strong><em><span style=""text-decoration: underline;""><span>Zipcar Grand Prize Competition!</span></span></em></strong></a></p>
<p><span>It is time for another Zipcar competition! PiE staff members are getting ready for another intense week of advertising and vote gathering.&nbsp;&nbsp;Last competition, PiE was locked in a neck and neck race for the top prize in the Academic Category. This time, the stakes are higher, with $<em><strong>10,000</strong></em> in cash and an additional $<em><strong>5000</strong></em> in Zipcar credits awarded to the winning team.&nbsp;&nbsp;Furthermore, if PiE is victorious, UC Berkeley will win $<em><strong>10,000</strong></em> for its scholarship fund.&nbsp;</span></p>
<p><strong><em><span style=""text-decoration: underline;""><span>How to vote:</span></span></em></strong></p>
<p><span>You can help PiE win the grand prize by voting for us on the Zipcar Facebook page.&nbsp;&nbsp;Voting is simple:&nbsp;&nbsp;like Zipcar&rsquo;s page if you haven&rsquo;t already, and check the box next to our name to vote for us.&nbsp;&nbsp;Every vote counts, and each vote brings us closer to our goal of getting high school students interested in science and engineering.</span></p>
<p><a href=""https://apps.facebook.com/students-with-drive/vote.php"" target=""_blank"">https://apps.facebook.com/students-with-drive/vote.php</a></p>
<p><strong><em><span style=""text-decoration: underline;""><span>How are we currently using Zipcar credits?</span></span></em></strong></p>
<p><span>The credits won from the last Zipcar competition are already being put to good use.&nbsp;&nbsp;Mentors who would have been stuck in Berkeley, unable to reach their students, are now able to use Zipcar to travel all around the Bay Area and assist their high schools.&nbsp;&nbsp;Students and teachers no longer have to worry about being without mentors, as the mentors are now just a quick ride away.&nbsp;Transportation is no longer an issue, and everyone involved can focus less on their rides and more on their robots and engineering designs.&nbsp;</span>&nbsp;</p>
<p><iframe src=""http://www.youtube.com/embed/X9NyW-og_8Q"" frameborder=""0"" width=""560"" height=""315""></iframe></p>
<p><span style=""text-decoration: underline;""><strong><em>What we will do if we win the grand prize:</em></strong></span></p>
<p>Should PiE win the grand prize money, PiE will take things a step further in our mission of STEM outreach.&nbsp;&nbsp;In addition to being able to transport mentors and students, PiE will also be able to provide a much wider variety of resources for the students to use when building their robots. Perhaps a team wants to build a sturdy chassis but does not have the correct saw or drill, or perhaps a team wants to integrate a pneumatic system onto their robot but does not have the correct parts available to them &ndash; the additional money would allows us to get more resources for the high school students to use.&nbsp;&nbsp;$10,000 would allow us to completely support 12 high school teams, meaning that over 100 students would be able to use a much wider variety of tools and parts to supplement their engineering creativity.</p>
<div>&nbsp;</div>
<p>&nbsp;</p>",2013-04-01 17:33:34,,...,0,19,,2013-04-02 10:43:58,0,,1,pie-grand-prize-finalist-zipcars-students-drive-competition-vote-us,,2,"zipcar, students with drive, vote,  grand prize,",entry_detail.html,PiE a grand prize finalist in Zipcar's Students with Drive competition!  Vote for us!
1,"<p><span style=""font-size: small;"">Meet Michael Weber: a former professor in the Netherlands, turned computer scientist turned software engineer. He has a background both in academia and industry, and is now working a mobile software platform (pervasive concurrency) in Qualcomm.</span></p>
<p><span style=""font-size: small;"">Sounds like he must have had it all planned out, right? Not exactly.</span></p>
<p><span style=""font-size: small;"">&ldquo;It turned out nothing like I thought. When I was a student, I was interested in many subjects so it was difficult for me to focus on one particular thing. I was never at the top of the class. My conclusion is that you don&rsquo;t need that to be successful or to interesting things in technology."" Michael remembers the many hurdles he had to overcome whilst being a student, and gives high school students this advice: &ldquo;<strong>Be persistent.</strong>""</span></p>
<p><span style=""font-size: small;"">With Scrimmage coming up, this is something that all students should keep in mind. There are many times that things don&rsquo;t work out as planned. Things are not as clean and nice in theory than it is in practice, and this is especially true in many engineering fields. Accounting for a lot of overlooked details and simplifications that were made during initial planning may be some of the most difficult parts of building robots. Michael reminds students that &ldquo;it&rsquo;s easy to think &lsquo;I&rsquo;m not good enough.&rsquo; I was never at the top of my class, but a lot of it was made up by persistence.&rdquo;</span></p>
<p><span style=""font-size: small;"">Michael was the featured speaker at <a href=""/blog/2013/03/14/2013-Game-Day/"">Game Day</a> this year, a Design Review judge last year, and may be back to judge final competitions come late April. He wants to see students challenged - pushed to the edge to see what they can comfortably deal with - and go beyond that point. Let's not disappoint him. We look forward to see everybody's robots at Scrimmage this week!</span></p>",2013-04-09 16:37:04,,...,0,20,uploads/zinnia/hn_gameday_031.JPG,2013-04-27 00:41:17,0,,1,michael-weber,,2,"game day, michael weber, speaker,",entry_detail.html,The Power of Persistence 
1,"<p><span style=""font-size: small;"">Today, PiE was announced the winner of Zipcar's Students-With-Drive competition! We would like to thank everybody who took the time to vote for us, and those who continue to support us and our endeavors. We ran against four deserving contenders with great missions, and&nbsp;won by a margin of just about 50 votes - out of a total of over 10,000. In this close of a competition, each and every single one of your votes counted.&nbsp;</span></p>
<p><span style=""font-size: small;"">Please visit our website for updates and continue to follow PiE's adventures!&nbsp;We will now move onto the second half of our 2013 PiE Robotics season, with our Final Competition on April 27 and 28, at the Lawrence Hall of Science.</span></p>",2013-04-09 17:16:13,,...,0,21,uploads/zinnia/Screen_Shot_2013-04-09_at_5.04.33_PM.png,2013-04-27 00:41:05,0,,1,zipcar-grand-prize,,2,"zipcar, grand prize,  thank you",entry_detail.html,PiE Announced Grand Prize Winner of Students-With-Drive 
1,"<p><span style=""font-size: small;"">All teams are expected to have fully functional robots by Scrimmage, which will be held this Sunday, April 14 from 9 am to 5 pm. The will have a chance to see what other teams are building, as well as compare their designs to those of other teams. PiE Mentorship Coordinator Andrew Vanderburg emphasizes the importance of testing the execution of a finished robot: ""As a veteran of robotics competitions, I think that the most important factor isn't how well your robot works or how well it's built, but how well you can drive it when the time comes.""</span></p>
<p><span style=""font-size: small;"">During Scrimmage, teams will have their first and last chance to interact with the actual game field, as well as practice driving their robot in a competitive environment before Final Competition. It serves as practice and experimentation for some teams, and a reality check for others. Until Scrimmage, all the testing happened in the PiE Robotics Simulator, and many teams realize after Scrimmage that some things don't work the way that they thought it would. After Scrimmage, they will have two weeks before Final Competition to make any edits or additions to their designs as needed. It will be our first time seeing all of the teams' designs in their full forms; after hearing about their implementation ideas after design reviews, we are excited to see what each team has accomplished.</span></p>",2013-04-10 19:41:44,,...,0,22,uploads/zinnia/PiE_scrimmage_IK_-157.JPG,2013-04-27 00:42:02,0,,1,ready-set-scrimmage,,2,"scrimmage, final competition",entry_detail.html,"Ready, Set, Scrimmage!"
1,"<p><span style=""font-size: small;"">Students and staff alike experienced a day of full of energy, excitement, and working robots this past weekend in the historic Hearst Memorial Mining Building. It marked the 5th and most successful Scrimmage in PiE history so far, but we are again reminded about how quickly Final Competition is creeping up - and how much work is still left to be done.</span></p>
<p><span style=""font-size: small;"">The sunny morning started off slowly as teams checked in and unpacked their kits to start working. After lunch, however, there were numerous tool shortages as students worked in their pits at full speed. The matches started in the afternoon; staff, students, and guests looked on from the third and fourth floor balconies to see teams testing their robots in both fields.</span></p>
<p><span style=""font-size: small;"">Dario Garcia, a representative from Qualcomm, observes the events of the day: ""I like this program model because students have to learn how real engineering careers work. I see abstraction, creativity, and students working in a team, taking on different roles and learning management skills. I see students facing very real engineering problems and being introduced to simulators, hardware, engines, sensors and programming.""</span></p>
<p><span style=""font-size: small;"">Not everything worked out as planned for all teams, but Dario reminds us that ""they have to see that during engineering, failure is something happens and is something that you need to learn to deal with.""</span></p>
<p><span style=""font-size: small;"">However, we were really excited by the number of robots that&nbsp;were able to pass inspection and able to make it on the field. Now that Scrimmage is over, students should be putting their final robots together and getting ready for Final Competition. We are excited to see the different strategic designs on the robots, and judging from the work that we've seen from students, we feel like the students are too.&nbsp;</span></p>",2013-04-17 19:50:33,,...,0,23,uploads/zinnia/ScrimmageBlog-2_1.jpg,2013-04-21 14:08:41,0,,1,pre-finals-2013,,2,,entry_detail.html,The Calm Before the Finals...
1,"<p><span style=""font-size: small;"">PiE staff members gathered with representatives from UC Berkeley, Ford and Zipcar to celebrate PiE's victory in the 2013 Students with Drive Grand Prize contest. PiE and UC Berkeley were presented with checks for $10,000 each to fund their activities in the coming year, and an additional $5,000 in Zipcar credits that PiE will use to help transport mentors to high schools in the 2014 PiE competition.</span></p>
<p><span style=""font-size: small;"">After the ceremony, the Zipcar and Ford representatives were taken on a tour of PiE's lab headquarters in O'Brien Hall on campus.""We were thrilled to have Zipcar come to campus"" PiE staff member Armita Manafzadeh says. ""We wanted to show them what Berkeley students can do.""</span></p>
<p><span style=""font-size: small;"">Zipcar representative Austin Marshburn spills the reason why PiE stood out to him: ""<em>There is only one PiE.</em> There are a lot of bigger groups out there doing great things, but they're more widespread. I liked that there is a student group that didn't get their start from a larger umbrella; it's pretty cool knowing that there's a Berkeley-based group that recruits their own members and then goes out and does something special in the community - in a world where we need more people getting into math and science.""</span></p>
<p><span style=""font-size: small;"">""It's always a treat to be able to bring company representatives to Berkeley to show them what we do,"" says PiE director Aditya Yellapragada. ""We always appreciate showing corporate representatives, in-person during events like this, the impact of their continued support.""</span></p>
<p><span style=""font-size: small;"">""Pioneers in Engineering is only able to help the Bay Area community grow through the generous dedication and donations our sponsors provide, and we thank them for that.""</span></p>",2013-04-26 23:06:21,,...,0,24,uploads/zinnia/zipcar.zipcar-698x450.jpg,2013-04-27 07:52:38,0,,1,zipcar-visits-uc-berkeley,,2,"zipcar, uc berkeley, grand prize,  campus, sponsors,",entry_detail.html,"""There is only one PiE"" - Zipcar pays visit to UC Berkeley "
1,"<p>Pinole Valley High School's PiE team has put together a highlight video showcasing their 2013 robot's unique strategy and capabilities. We are excited to see what they come up with for next year's competition!</p>
<p>&nbsp;</p>
<p><iframe src=""http://www.youtube.com/embed/Vr0_81Mp2gE?rel=0"" frameborder=""0"" width=""560"" height=""315""></iframe></p>",2013-05-11 15:48:26,,...,0,25,,2013-05-11 15:55:58,0,,1,robot-spotlight-pinole-valley-high-school,,2,,entry_detail.html,Robot Spotlight: Pinole Valley High School
1,"<p>Motorized controllers, internal ramps, front facing claws, and&hellip;spatulas? The different approaches to each robot's design exemplified the team&rsquo;s creativity. Parents, teachers, professors and industry representatives gathered at the Lawrence Hall of Science during PiE&rsquo;s final competition weekend to view teams&rsquo; finalized robots compete against one another for the 2013 championship.&nbsp;</p>
<p><a href=""/blog/2013/03/16/Cube-Route/"">This year&rsquo;s game</a>&nbsp;tested robots&rsquo; abilities to manipulate cubes, flip dice, and navigate the field autonomously. Many teams came up with cleverly designed robots, making excellent use of distance sensors, accelerometers, and encoders. While design components were important in doing well in the game, one of the crucial keys to victory was able to accomplish most of the game tasks&nbsp;<em>while strategically working with their alliance partners.&nbsp;</em>Teams were initially randomly grouped into alliances and compete in elimination matches, and the strongest teams got first choice in choosing their alliance. At the end of the Day 2, our judges got together to decide on award recipients to highlight teams&rsquo; extraordinary accomplishments and efforts.&nbsp;</p>
<p>Here are our 2013 award recipients:</p>
<p style=""text-align: center;""><span style=""text-decoration: underline;""><em>Competition winners: Oakland Tech and Nea Community Center</em></span></p>
<p style=""text-align: center;""><strong><em>Engineering Professionalism: Oakland Tech&nbsp;</em></strong></p>
<p style=""text-align: center;"">Mechanical Design: Encinal&nbsp;</p>
<p style=""text-align: center;"">Software, Sensors, and Control: Head-Royce</p>
<p style=""text-align: center;"">Agilent Spirit Award: Realm</p>
<p style=""text-align: center;"">Judge's Award: LPS-Richmond</p>
<p>Many judges commented that to see that underneath the competition, they were impressed to see the cooperative spirit that students demonstrated. For a detailed record of each team&rsquo;s adventures, please visit their <a href=""/wiki/Team_blog"">team blogs.</a>&nbsp;</p>
<p>Teams should be proud of their accomplishments this season - they competed in the largest competition PiE staff has organized to date and showed significant team efforts and an improvement in overall prepraration and professionalism. We want to recognize that the season wouldn't have been possible without the hard work of our staff, the support from judges and LHS, and the sponsors who continue to invest in PiE. We also want to thank all of the dedicated teachers, mentors, and parents who help our students succeed and thrive in STEM.&nbsp;</p>
<div class=""gmail_default"">&nbsp;</div>",2013-06-06 15:49:43,,...,0,27,uploads/zinnia/9032070954_b1e98bd1c9_c.jpg,2013-06-16 16:44:17,0,,1,2013-season,,2,"final competition, 2013 season, competition winners, awards",entry_detail.html,A Strong End to a Strong Season 
1,"<p>Meet the Linkbot. It&rsquo;s a modular robotic that can be engaged by beginners and advanced makers alike. The Linkbot boasts unique, flexible built-in modes (TiltDrive, CopyCat, PoseTeaching, BumpConnect) that allow users to creatively customize each robot.</p>
<p>Brian Orr, a former PiE 2010 alumnus, has helped make Linkbot. He describes &nbsp;his experience in Pioneers in Engineering as &ldquo;life-changing&rdquo; and &ldquo;fantastic,&rdquo; and wants others to experience the same.</p>
<p>This Kickstarter ends in less than 48 hours!<a href=""http://www.kickstarter.com/projects/barobo/linkbot-create-with-robots.""> Please check it out here.&nbsp;</a></p>",2013-06-16 10:19:19,,...,0,28,uploads/zinnia/Linkbot.jpg,2013-06-16 16:44:02,0,,1,linkbot-create-robots,,2,"linkbot, kickstarter",entry_detail.html,Linkbot: Create with Robots
1,"<p dir=""ltr"">It's always a great opportunity for PiE to get involved with our local community and share what excites us. We're happy to announce that we will be hosting a workshop at <a href=""http://workshopweekend.net/oakland/about"">Workshop Weekend</a>, a community based event, this coming&nbsp;<em>Saturday,&nbsp;<span class=""aBn"" data-term=""goog_1543654104""><span class=""aQJ"">June 22. This workshop will start at 10 A.</span></span>M and is located at <a href=""http://techliminal.com/"">Tech Liminal</a>: 555 12th St. #110 in Oakland.</em></p>
<p dir=""ltr""><span> In the past, we </span>found that regardless of age or background of participants, our workshops piqued an interest in science and engineering. This year, we will be hosting a free workshop where participants will be able to learn about electricity and batteries through creating speakers from styrofoam bowls, neodymium magnets, and other materials.</p>
<p dir=""ltr"">For an exclusive discount code to the event and a list of workshops being held throughout the weekend, <a href=""http://workshopweekend.net/publicity/flyer/ww-jun-2013/PIE613.pdf"">please visit this link</a>.&nbsp;Join us for a day of fun with science! We hope to see you there.</p>",2013-06-17 01:40:17,,...,0,29,uploads/zinnia/MoaL4Nx.jpg,2013-07-16 11:24:28,0,,1,ww-speaker-workshop,,2,"community outreach, workshop weekend, styrofoam speakers,",entry_detail.html,PiE will be at the next Workshop Weekend!
1,"<div>Last Saturday, June 22, PiE hosted a&nbsp;<span class=""il"">workshop</span>&nbsp;at Tech Liminal as a part of <a title=""Workshop Weekend"" href=""/pit-admin/zinnia/entry/30/workshopweekend.net"" target=""_blank""><span class=""il"">Workshop</span>&nbsp;</a><span class=""il""><a href=""/pit-admin/zinnia/entry/30/workshopweekend.net"" target=""_blank"">Weekend</a>, a two-day event for community learning</span>. Participants of the&nbsp;<span class=""il"">workshop</span>&nbsp;made speakers from styrofoam bowls, neodymium magnets, coiled copper wires, and other everyday materials.</div>
<div>PiE's&nbsp;<span class=""il"">workshop</span>&nbsp;had six participants of all ages. The&nbsp;<span class=""il"">workshop</span>&nbsp;began with a&nbsp;brief introduction to&nbsp;the electromagnetic elements involved in sound production, followed by each student assembling his or her own speaker. As the speakers started coming together, students began experimenting with their designs. One eager learner piled on extra magnets to improve the volume of his speaker, while another tweaked a coil to improve the responsiveness of her own. Throughout the workshop, the students&nbsp;slowly began to appreciate how the materials' various configurations&nbsp;influenced the speaker's performance.</div>
<div>Everyone&nbsp;left the&nbsp;<span class=""il"">workshop</span>&nbsp;satisfied with their work and with a working&nbsp;speaker&nbsp;as a souvenir. One of the participants commented that PiE's&nbsp;<span class=""il"">workshop</span>&nbsp;was the best she had ever&nbsp;participated in because every participant had a functioning product by the end of the&nbsp;<span class=""il"">workshop</span>. &nbsp;</div>
<div>We'd like to give a warm thank you to our participants and to the organizers of&nbsp;<span class=""il"">Workshop</span>&nbsp;<span class=""il"">Weekend</span>, Gil and J.D. Zamfirescu, for making hands-on education in the community more accessible&nbsp;to all. &nbsp;</div>",2013-07-01 22:34:29,,...,1,30,uploads/zinnia/DSC_1409.JPG,2013-07-16 11:24:19,0,,1,workshop-weekend-success,,2,workshop weekend,entry_detail.html,Workshop Weekend Success!
1,"<p>On July 19<sup>th</sup>, with the help of Bay Area Teen Science (B.A.T.S.), Science@Cal, and First Graduate, PiE was able to showcase its robots to hundreds of middle and high school students at the Bay School of San Francisco.&nbsp;</p>
<p>We had the chance to talk to several students about what life is like in college.&nbsp; What can I do as an engineer?&nbsp; Which classes should I take?&nbsp; Is college a lot harder than high school?&nbsp; These were just a few of the questions students asked as they visited our table in the courtyard.&nbsp; The students were quite interested to hear from Berkeley students, and many of them will soon begin the process of choosing their own colleges and careers.&nbsp; It was great to see that so many students were interested in careers in STEM.</p>
<p>At our table, students were able to learn about current, voltage, and power by experimenting with different circuits built from components of Snap Circuits kits.&nbsp; Many students practiced their driving skills by maneuvering a robot around a circular course and pushing blocks around.&nbsp; Finally, we were able to watch chemical reactions take place as we mixed Diet Coke and Mentos together for a very spectacular result.&nbsp;</p>
<p>There were many great booths at the event, and it was a pleasure to be around so many individuals who love STEM education.&nbsp; Thanks again to the coordinators of the event, Dan and Ann; PiE had a great time working with everyone!</p>",2013-07-22 17:28:41,,...,0,31,uploads/zinnia/IMG_8308.JPG,2013-07-22 17:40:24,0,,1,pie-presidio,,2,,entry_detail.html,PiE at the Presidio
1,"<p dir=""ltr"">As the <a href=""http://youtu.be/Iwum4GvWZps"">tiny student-made lego robots</a> competed in a miniature scale tug-of-war game, the fifth week of Prep lessons came to a close.</p>
<p dir=""ltr""><a href=""/programs/prep/"">PiE Prep</a> is our weekly intensive mentorship program that runs from the start of Berkeley&rsquo;s Fall semester to the start of the PiE Robotics Competition in the Spring. &nbsp;We work to develop innovative STEM-focused curriculum in which students have the opportunity to work on hands-on projects that they would not be exposed to in a traditional classroom setting. &nbsp;This year we&rsquo;ve returned to Ralph Bunche High School in Oakland for a second year and are piloting a new curriculum at Alameda Community Learning Center in Alameda. (Check out <a href=""/blog/2012/11/16/prepping-college/"">this blog post</a> from last year about Prep.)</p>
<p dir=""ltr""><span>During this fifth week of lessons (out of thirteen), Prep mentors concluded a three week mechanical design unit with ACLC students, by pitting student-made robots against each other in a game of tug-of-war. &nbsp;Meanwhile, at Ralph Bunche, Prep mentors presented about college, giving students an opportunity to ask questions about financial aid and the application process. &nbsp;The presentation also served as preparation for the students&rsquo; field trip to the UC Berkeley campus next week. &nbsp;</span></p>
<p dir=""ltr""><span id=""docs-internal-guid-057994e9-d29f-e02e-8047-7b06c08a6fa2""><span>Stay tuned to follow Prep&rsquo;s progress throughout the season!</span></span></p>",2013-10-19 14:06:44,,,0,32,uploads/zinnia/10_18_ACLC_006.JPG,2013-10-19 15:39:49,0,,1,one-two-three-pull,,2,"prep, mentors, education, ralph bunche, ACLC, community outreach,  ",entry_detail.html,"One, two, three, PULL! And the robots are off!"
1,"<p dir=""ltr""><span>This last Sunday, October 20, PiE was present at the Annual East Bay Mini Maker Faire, which took place in Oakland, California. &nbsp;</span></p>
<p dir=""ltr""><span>Mini Maker Faire is the smaller scale, more kid-accessible version of its parent Bay Area Maker Faire. &nbsp;There were a variety of makers present showing off their work, from blacksmiths to tech-savvy app developers. &nbsp;In addition to the displays, there were a lot of hands-on activities for visitors, including launching hand-made paper rockets in the sky and building creative Lego designs on the Lego Jeep. &nbsp;PiE had taken two robots, and had given visitors the opportunity drive one of the robots. &nbsp;</span></p>
<p><span id=""docs-internal-guid-4e96f5d7-e8ee-69df-2518-e062ab36190c"">PiE will be out in the public again this Saturday October 26 at Lawrence Hall of Science&rsquo;s <a href=""http://events.berkeley.edu/index.php/calendar/sn/LHS.html?event_ID=69533&amp;date=2013-10-26"">Robots vs. Insects event</a>. &nbsp;PiE has prepared a few activities, including an interactive lesson on firefly communication. &nbsp;We hope to see you there! </span></p>",2013-10-23 22:27:59,,,0,33,uploads/zinnia/litte_kids.jpg,2013-10-23 22:29:05,0,,1,pie-mini-maker-faire,,2,,entry_detail.html,PiE at Mini Maker Faire 
1,"<p dir=""ltr""><span>On Friday October 25 the tables were reversed, and Prep students came to the UC Berkeley campus.</span></p>
<p dir=""ltr""><span>As a part of the college preparation unit, Prep students were brought to the UC Berkeley campus to get a taste of college life. &nbsp;The students spent the day touring the campus with the mentors, getting to see some of the school&rsquo;s highlights: the T-Rex in VLSB, Upper Sproul plaza, Doe Library, among others. &nbsp;For many, it was their first trip up the Campanile. &nbsp;As a part of the tour, students got a taste of life on the engineering side of campus. &nbsp;They got to see the engineering work areas, such as the Hackerspace in Cory or the Civil Engineering work area in Davis; students also got to see some of the projects undergraduate engineers work on, such as the concrete canoe.</span></p>
<p dir=""ltr"">In addition to the campus tour, the students had a guest lecture by <a href=""https://sites.google.com/site/prometheusuntenured/"">Terry Johnson</a>, from the Bioengineering Department at UC Berkeley. &nbsp;Johnson&rsquo;s talk highlighted what it meant to be someone in science or in engineering. &nbsp;He challenged the long-standing image of scientists and engineers as math geniuses with access to high-tech labs, stating that all it takes is curiosity and the drive to find solutions to problems. &nbsp;</p>
<p><span id=""docs-internal-guid--d0d2899-0270-9428-0a41-f800caf37dac""><span>And with this Prep students continue into the rest of the Prep season, an uncharted domain for their curiosity. &nbsp;</span></span></p>",2013-10-28 21:19:53,,,0,34,uploads/zinnia/field_trip_test.jpg,2013-10-28 21:21:07,0,,1,prep-field-trip,,2,,entry_detail.html,Prep Comes to Cal
1,"<p dir=""ltr""><span>This week has been Computer Science Education Week (</span><a href=""http://csedweek.org/""><span>CSEdWeek</span></a><span>), an annual program dedicated to inspiring K-12 students to take interest in computer science. One program that CSEdWeek offers is a one-hour introduction to CS known as Hour of Code. Today, PiE visited </span><a href=""http://www.joaquinmiller.org/""><span>Joaquin Miller Elementary School</span></a><span> to work with students on Hour of Code.</span></p>
<p dir=""ltr""><span>We worked with a class of 3rd graders on the the basic concepts of Computer Science. They advanced through a game-like tutorial on CS concepts like loops, conditionals, pattern recognition, and basic algorithms (</span><a href=""http://learn.code.org/""><span>link here</span></a><span>). Despite the tricky subject matter, the students found the lesson fun and engaging! In the tutorial the students helped a Zombie, from Plants vs. Zombies, reach a sunflower through different mazes. As the whole lesson progressed, the students had fun and learned a lot of new computer science concepts.</span></p>
<p dir=""ltr""><span>Hour of Code is an exciting and engaging way for students of all ages to learn about programming and computational thinking. We highly encourage students to look into all of the resources available at code.org and try to code for an hour this week.</span></p>
<p dir=""ltr""><span>This Friday, PiE Prep will be doing an Hour of Code of their own with Ralphe Bunche students, many of which will program for the first time. Look forward to another blog post about that.</span></p>
<p dir=""ltr""><span>Thanks once again to Ms. Smith, Ms. Moore, and Joaquin Miller Elementary School for having us today!</span></p>
<p dir=""ltr""><span><img src=""https://tbp.berkeley.edu/gallery/d/363119-2/IMG_0398.JPG"" alt="""" width=""300"" height=""195"" /></span></p>
<div><span><br /></span></div>",2013-12-11 23:36:20,,...,0,35,uploads/zinnia/IMG_0440.JPG,2013-12-12 03:09:08,0,,1,hour-code,,2,Hour of Code CS programming ,entry_detail.html,Hour of Code
